Date,Open
1999-01-22 00:00:00-05:00,0.4013196416987198
1999-01-25 00:00:00-05:00,0.4060971390714485
1999-01-26 00:00:00-05:00,0.42042988312020463
1999-01-27 00:00:00-05:00,0.38459826386814894
1999-01-28 00:00:00-05:00,0.38220963195325686
1999-01-29 00:00:00-05:00,0.38101527319193274
1999-02-01 00:00:00-05:00,0.36309847631483055
1999-02-02 00:00:00-05:00,0.3630983842020215
1999-02-03 00:00:00-05:00,0.3368224141750265
1999-02-04 00:00:00-05:00,0.3535439194431479
1999-02-05 00:00:00-05:00,0.373848393690859
1999-02-08 00:00:00-05:00,0.38101516778541095
1999-02-09 00:00:00-05:00,0.37265412242110263
1999-02-10 00:00:00-05:00,0.3511552084955428
1999-02-11 00:00:00-05:00,0.34876563797602284
1999-02-12 00:00:00-05:00,0.3822096315768796
1999-02-16 00:00:00-05:00,0.4060971598694404
1999-02-17 00:00:00-05:00,0.3917640764321207
1999-02-18 00:00:00-05:00,0.3917641814062911
1999-02-19 00:00:00-05:00,0.3822096315768796
1999-02-22 00:00:00-05:00,0.4060971598694404
1999-02-23 00:00:00-05:00,0.41087526222638915
1999-02-24 00:00:00-05:00,0.4825395118704356
1999-02-25 00:00:00-05:00,0.47298387843503653
1999-02-26 00:00:00-05:00,0.4443183215163515
1999-03-01 00:00:00-05:00,0.42998549395177565
1999-03-02 00:00:00-05:00,0.420429774048647
1999-03-03 00:00:00-05:00,0.4204299312131214
1999-03-04 00:00:00-05:00,0.40848666802417943
1999-03-05 00:00:00-05:00,0.38459820071337
1999-03-08 00:00:00-05:00,0.39176419473935536
1999-03-09 00:00:00-05:00,0.4072914232633598
1999-03-10 00:00:00-05:00,0.4275966999426601
1999-03-11 00:00:00-05:00,0.407291415901894
1999-03-12 00:00:00-05:00,0.3989311217991414
1999-03-15 00:00:00-05:00,0.3989310657097804
1999-03-16 00:00:00-05:00,0.4084865373939273
1999-03-17 00:00:00-05:00,0.39654243291143665
1999-03-18 00:00:00-05:00,0.39654238909076966
1999-03-19 00:00:00-05:00,0.3989311985144793
1999-03-22 00:00:00-05:00,0.40968100491659504
1999-03-23 00:00:00-05:00,0.3917640901815291
1999-03-24 00:00:00-05:00,0.36309850215911865
1999-03-25 00:00:00-05:00,0.36190421019121166
1999-03-26 00:00:00-05:00,0.3726539936354464
1999-03-29 00:00:00-05:00,0.41206955909729004
1999-03-30 00:00:00-05:00,0.41326391666782747
1999-03-31 00:00:00-05:00,0.38937549313256237
1999-04-01 00:00:00-05:00,0.40370831480120095
1999-04-05 00:00:00-04:00,0.38698678079459187
1999-04-06 00:00:00-04:00,0.383403880796904
1999-04-07 00:00:00-04:00,0.37265415702547344
1999-04-08 00:00:00-04:00,0.4037084079295721
1999-04-09 00:00:00-04:00,0.4108754151479437
1999-04-12 00:00:00-04:00,0.39654234604823
1999-04-13 00:00:00-04:00,0.39176423709017416
1999-04-14 00:00:00-04:00,0.36787683234201496
1999-04-15 00:00:00-04:00,0.3678767681121826
1999-04-16 00:00:00-04:00,0.36548797993630056
1999-04-19 00:00:00-04:00,0.38459823920260994
1999-04-20 00:00:00-04:00,0.3630984929177056
1999-04-21 00:00:00-04:00,0.35593243097786725
1999-04-22 00:00:00-04:00,0.3630984980189998
1999-04-23 00:00:00-04:00,0.34518267709551725
1999-04-26 00:00:00-04:00,0.3296554909556773
1999-04-27 00:00:00-04:00,0.32009995390540114
1999-04-28 00:00:00-04:00,0.3487656259148248
1999-04-29 00:00:00-04:00,0.3451826601922411
1999-04-30 00:00:00-04:00,0.34757136741557837
1999-05-03 00:00:00-04:00,0.35234964220709675
1999-05-04 00:00:00-04:00,0.35115525978726586
1999-05-05 00:00:00-04:00,0.33443267540122823
1999-05-06 00:00:00-04:00,0.3368223038240092
1999-05-07 00:00:00-04:00,0.3224894389359643
1999-05-10 00:00:00-04:00,0.33204405725837277
1999-05-11 00:00:00-04:00,0.34876553848009895
1999-05-12 00:00:00-04:00,0.35593254280002573
1999-05-13 00:00:00-04:00,0.36309850215911865
1999-05-14 00:00:00-04:00,0.3630984729636637
1999-05-17 00:00:00-04:00,0.3392110116995187
1999-05-18 00:00:00-04:00,0.3642928165819375
1999-05-19 00:00:00-04:00,0.3941537344969914
1999-05-20 00:00:00-04:00,0.36309851675321236
1999-05-21 00:00:00-04:00,0.32726682069441154
1999-05-24 00:00:00-04:00,0.3272668538119605
1999-05-25 00:00:00-04:00,0.32487826966957417
1999-05-26 00:00:00-04:00,0.32487818598747253
1999-05-27 00:00:00-04:00,0.32726679644338486
1999-05-28 00:00:00-04:00,0.3272669049917776
1999-06-01 00:00:00-04:00,0.3248781480938715
1999-06-02 00:00:00-04:00,0.32726685359189517
1999-06-03 00:00:00-04:00,0.32368388772010803
1999-06-04 00:00:00-04:00,0.3260725736618042
1999-06-07 00:00:00-04:00,0.3278640016483322
1999-06-08 00:00:00-04:00,0.330849800824615
1999-06-09 00:00:00-04:00,0.33921103242944406
1999-06-10 00:00:00-04:00,0.3439882965327167
1999-06-11 00:00:00-04:00,0.34518264733978793
1999-06-14 00:00:00-04:00,0.3386138675519162
1999-06-15 00:00:00-04:00,0.32487818598747253
1999-06-16 00:00:00-04:00,0.32965539584333836
1999-06-17 00:00:00-04:00,0.3320441447837621
1999-06-18 00:00:00-04:00,0.32726682885146513
1999-06-21 00:00:00-04:00,0.322489539132406
1999-06-22 00:00:00-04:00,0.32965551609835486
1999-06-23 00:00:00-04:00,0.32009994749214504
1999-06-24 00:00:00-04:00,0.33204412017872764
1999-06-25 00:00:00-04:00,0.3200998950788203
1999-06-28 00:00:00-04:00,0.33801674217403316
1999-06-29 00:00:00-04:00,0.33682236931164644
1999-06-30 00:00:00-04:00,0.346376923239316
1999-07-01 00:00:00-04:00,0.36548808970713664
1999-07-02 00:00:00-04:00,0.35115516153286497
1999-07-06 00:00:00-04:00,0.3750426828105796
1999-07-07 00:00:00-04:00,0.37504261171163716
1999-07-08 00:00:00-04:00,0.3678766625274177
1999-07-09 00:00:00-04:00,0.37265405029753984
1999-07-12 00:00:00-04:00,0.4299853004806321
1999-07-13 00:00:00-04:00,0.4287910873181775
1999-07-14 00:00:00-04:00,0.4252081447632957
1999-07-15 00:00:00-04:00,0.41206953460345347
1999-07-16 00:00:00-04:00,0.4180412857329211
1999-07-19 00:00:00-04:00,0.4204298908622554
1999-07-20 00:00:00-04:00,0.4084867522503746
1999-07-21 00:00:00-04:00,0.39654248669865827
1999-07-22 00:00:00-04:00,0.38698680870891533
1999-07-23 00:00:00-04:00,0.37026530228198895
1999-07-26 00:00:00-04:00,0.38101524001660453
1999-07-27 00:00:00-04:00,0.3726539584389993
1999-07-28 00:00:00-04:00,0.37265393706145883
1999-07-29 00:00:00-04:00,0.372654042735423
1999-07-30 00:00:00-04:00,0.38340380515268885
1999-08-02 00:00:00-04:00,0.3845982459552072
1999-08-03 00:00:00-04:00,0.3881812422502774
1999-08-04 00:00:00-04:00,0.3810152827121329
1999-08-05 00:00:00-04:00,0.37862557982559386
1999-08-06 00:00:00-04:00,0.38340380515268885
1999-08-09 00:00:00-04:00,0.38579246674367346
1999-08-10 00:00:00-04:00,0.3869868083881353
1999-08-11 00:00:00-04:00,0.39893097267131916
1999-08-12 00:00:00-04:00,0.4204298550428423
1999-08-13 00:00:00-04:00,0.43476269186111355
1999-08-16 00:00:00-04:00,0.4371522432446273
1999-08-17 00:00:00-04:00,0.4180411398410797
1999-08-18 00:00:00-04:00,0.4132639296816835
1999-08-19 00:00:00-04:00,0.4574568876862939
1999-08-20 00:00:00-04:00,0.5195655681600707
1999-08-23 00:00:00-04:00,0.506426876310398
1999-08-24 00:00:00-04:00,0.475372649389936
1999-08-25 00:00:00-04:00,0.4813451063971368
